Part Name,Material Composition,Age (years),Condition,Location,Manufacturer,Aircraft Model,Potential Use Cases,New Parts Carbon Footprint (kg CO2e),Recycled Parts Carbon Footprint (kg CO2e),Water Usage - New Parts (liters),Water Usage - Recycled Parts (liters),Landfill Waste - New Parts (kg),Landfill Waste - Recycled Parts (kg),Energy Consumption - New Parts (kWh),Energy Consumption - Recycled Parts (kWh),Recycling Rate (%),Toxicity Score - New Parts,Toxicity Score - Recycled Parts,Remanufacturing Potential,Life Cycle Assessment,Renewable Material Content (%),Carbon Footprint Saved (kg CO2e),Water Usage Saved (liters),Landfill Waste Saved (kg),Energy Consumption Saved (kWh),Toxicity Score Difference,Remanufacturing Potential (%),Life Cycle Assessment Score
Wing,Titanium,25,New,Australia,Airbus,CRJ900,Building Materials,766,60,3310,312,957,134,3467,158,65.59472791,1.031559512,3.391070324,0.8894223319,39.22314141,44.99427453,706,2998,823,3309,-2.359510812,88.94223319,39.22314141
Landing Gear,Steel,6,Used,Australia,Cessna,CRJ900,Furniture,893,80,8571,879,283,178,1992,267,80.63664563,1.659778774,4.034864503,0.4026695608,65.33086385,58.46595875,813,7692,105,1725,-2.375085729,40.26695608,65.33086385
Avionics,Aluminum,35,Used,Asia,Airbus,CRJ900,Aircraft Maintenance,859,37,8253,627,756,93,3609,427,69.5286981,2.253723621,3.617824271,0.4173885372,42.69301116,84.24499907,822,7626,663,3182,-1.36410065,41.73885372,42.69301116
Fuselage,Steel,12,Used,South America,Bombardier,737,Automotive Components,717,180,5059,731,582,97,3474,110,90.39291761,2.323508259,4.879568088,0.9161328808,5.496289815,36.66901378,537,4328,485,3364,-2.556059829,91.61328808,5.496289815
Wing,Steel,17,Used,Europe,Boeing,Citation X,Aircraft Maintenance,511,70,8464,531,636,120,1459,444,52.00632336,7.010596964,4.611276014,0.6272861717,53.45041522,43.61542118,441,7933,516,1015,2.39932095,62.72861717,53.45041522
Fuselage,Steel,1,New,Africa,Boeing,Citation X,Furniture,990,154,7497,886,764,51,4055,474,75.48887847,7.808264924,2.529260402,0.5871558842,77.52671078,86.75036147,836,6611,713,3581,5.279004522,58.71558842,77.52671078
Fuselage,Aluminum,14,New,Asia,Cessna,A320,Aircraft Maintenance,825,143,8346,353,717,36,810,341,76.7776679,2.184859978,4.914710389,0.8555161816,20.55095121,28.91753403,682,7993,681,469,-2.72985041,85.55161816,20.55095121
Avionics,Aluminum,41,Used,Asia,Gulfstream,CRJ900,Furniture,948,150,7805,980,160,63,1140,169,74.62960981,5.709949617,4.600986918,0.5546991362,65.09209482,73.12329425,798,6825,97,971,1.108962699,55.46991362,65.09209482
Engine,Aluminum,28,New,North America,Bombardier,Citation X,Building Materials,160,174,8003,847,430,110,755,456,64.78270973,5.274189892,1.519918828,0.9699988363,31.55881742,0.8087204216,-14,7156,320,299,3.754271064,96.99988363,31.55881742
Landing Gear,Composite,26,Used,Europe,Embraer,Citation X,Building Materials,343,93,2025,785,480,91,1194,347,54.74686508,5.222965022,2.094624316,0.5950958501,58.20447821,9.135225909,250,1240,389,847,3.128340706,59.50958501,58.20447821
Wing,Composite,39,Used,Asia,Embraer,G650,Furniture,640,50,1395,377,152,49,2871,467,57.22713204,4.959276733,2.853405739,0.5258384996,15.58936854,19.03392202,590,1018,103,2404,2.105870994,52.58384996,15.58936854
Landing Gear,Titanium,28,New,Africa,Boeing,A320,Aircraft Maintenance,537,138,5140,334,234,60,4044,237,94.76403341,4.508907921,1.262763644,0.04509414441,51.07282695,9.702657009,399,4806,174,3807,3.246144277,4.509414441,51.07282695
Engine,Steel,5,Used,Australia,Boeing,G650,Automotive Components,962,77,5632,685,865,175,2296,337,64.44595881,1.308476087,1.590182944,0.1213294314,83.30106675,55.99273834,885,4947,690,1959,-0.2817068572,12.13294314,83.30106675
Landing Gear,Steel,47,New,North America,Gulfstream,G650,Automotive Components,740,68,4319,245,114,197,3957,105,59.43620853,1.845109039,4.351718739,0.4133408811,64.31777264,91.68301933,672,4074,-83,3852,-2.5066097,41.33408811,64.31777264
Engine,Composite,42,New,Asia,Cessna,E175,Automotive Components,611,108,7014,249,295,75,2027,112,75.5802703,7.748958115,3.83844663,0.3764849386,14.0362093,67.01273151,503,6765,220,1915,3.910511484,37.64849386,14.0362093
Landing Gear,Titanium,34,Used,South America,Bombardier,E175,Building Materials,985,70,7655,418,956,63,3112,261,81.09276596,4.407159646,2.220880866,0.8446189421,6.60651779,42.46773537,915,7237,893,2851,2.186278781,84.46189421,6.60651779
Avionics,Aluminum,33,New,Africa,Boeing,G650,Aircraft Maintenance,291,162,5497,332,519,81,721,249,78.9635823,9.725405559,4.44562673,0.5463248261,59.38014946,31.57360969,129,5165,438,472,5.279778829,54.63248261,59.38014946
Fuselage,Aluminum,9,Used,South America,Cessna,Citation X,Building Materials,536,193,9833,718,122,157,3093,399,66.28950188,1.851295626,1.776289894,0.7833385243,32.58521524,60.5901475,343,9115,-35,2694,0.07500573181,78.33385243,32.58521524
Engine,Composite,25,New,Australia,Airbus,737,Furniture,296,44,6145,973,446,75,1966,160,90.03128823,6.062622127,1.024627327,0.02608428503,64.13935434,15.31512271,252,5172,371,1806,5.0379948,2.608428503,64.13935434
Avionics,Titanium,27,Used,Europe,Boeing,A320,Aircraft Maintenance,266,48,7423,974,287,83,1850,348,86.87547308,7.7491657,1.562156535,0.283662624,8.627745904,28.11588478,218,6449,204,1502,6.187009165,28.3662624,8.627745904
Landing Gear,Aluminum,43,Used,Asia,Cessna,E175,Furniture,861,66,7302,732,187,149,3410,244,55.54663975,5.901970706,4.466169163,0.6684395299,95.58112169,74.14368052,795,6570,38,3166,1.435801544,66.84395299,95.58112169
Landing Gear,Steel,2,Used,Africa,Boeing,737,Aircraft Maintenance,379,76,4534,504,502,131,4650,347,57.81549423,7.739486173,2.264211993,0.8896382441,77.95522234,23.31982366,303,4030,371,4303,5.47527418,88.96382441,77.95522234
Fuselage,Steel,1,Used,South America,Cessna,G650,Automotive Components,934,108,3770,921,989,119,4678,398,86.21000158,8.616726692,2.0186516,0.9275329596,50.00427852,19.8467059,826,2849,870,4280,6.598075092,92.75329596,50.00427852
Avionics,Steel,13,Used,North America,Cessna,737,Automotive Components,687,126,6921,448,906,145,2236,346,67.62393291,5.034132098,1.78713201,0.7634188718,53.19825907,43.00116333,561,6473,761,1890,3.247000088,76.34188718,53.19825907
Landing Gear,Aluminum,30,Used,South America,Embraer,G650,Art Installations,409,116,5113,729,508,80,1444,459,81.82807473,6.089601923,3.542242311,0.9429243275,85.34120322,83.97853734,293,4384,428,985,2.547359612,94.29243275,85.34120322
Landing Gear,Titanium,4,New,North America,Airbus,G650,Art Installations,616,163,9777,641,972,175,739,166,81.14238087,4.920770551,4.201919629,0.9921207911,98.10757784,55.48766793,453,9136,797,573,0.7188509222,99.21207911,98.10757784
Engine,Aluminum,39,New,North America,Cessna,737,Building Materials,893,158,6157,489,644,37,541,471,66.85633407,4.082887699,2.822527308,0.0775151308,5.447289326,40.56533089,735,5668,607,70,1.260360391,7.75151308,5.447289326
Landing Gear,Aluminum,3,Used,Australia,Gulfstream,A320,Aircraft Maintenance,242,89,1742,640,848,61,2808,322,88.47408404,4.668893521,4.387705512,0.9939413739,95.20289246,34.85717558,153,1102,787,2486,0.2811880089,99.39413739,95.20289246
Fuselage,Titanium,33,New,Africa,Gulfstream,CRJ900,Building Materials,742,114,7944,758,166,79,2165,341,88.58054082,9.140602216,1.626572466,0.4883964132,52.88291827,33.95153245,628,7186,87,1824,7.51402975,48.83964132,52.88291827
Avionics,Composite,42,Used,Africa,Boeing,G650,Art Installations,402,32,5054,772,165,133,2121,168,56.94429922,4.678795007,3.70835244,0.2406465148,37.54751963,10.00732856,370,4282,32,1953,0.9704425665,24.06465148,37.54751963
Engine,Aluminum,47,New,Asia,Bombardier,CRJ900,Building Materials,599,39,8615,640,243,67,2978,368,64.59518487,6.266864065,4.743721033,0.2593233414,78.80357823,27.43626828,560,7975,176,2610,1.523143032,25.93233414,78.80357823
Engine,Aluminum,36,New,Australia,Bombardier,Citation X,Automotive Components,634,186,9813,883,636,170,2998,120,63.65577109,6.911452436,1.362610623,0.9012036799,91.22953842,14.70115669,448,8930,466,2878,5.548841814,90.12036799,91.22953842
Wing,Titanium,28,New,Australia,Boeing,CRJ900,Aircraft Maintenance,582,171,2705,533,327,84,4291,107,86.86912653,1.01043006,2.149585518,0.4858574661,35.0703951,5.947005899,411,2172,243,4184,-1.139155458,48.58574661,35.0703951
Fuselage,Titanium,36,Used,Africa,Cessna,Citation X,Furniture,418,118,3585,765,230,165,4586,378,83.37161657,2.058363864,2.178670194,0.304899239,13.48773788,40.69434374,300,2820,65,4208,-0.1203063301,30.4899239,13.48773788
Landing Gear,Steel,38,Used,North America,Boeing,737,Furniture,689,124,1900,718,561,148,3217,375,64.69428433,4.021943183,4.369450126,0.6684068746,95.60498275,47.26505385,565,1182,413,2842,-0.3475069438,66.84068746,95.60498275
Avionics,Composite,20,New,Europe,Embraer,737,Art Installations,267,26,2604,263,651,175,786,469,77.42067239,6.147088418,2.098841052,0.2869366683,34.58561975,71.17611689,241,2341,476,317,4.048247366,28.69366683,34.58561975
Avionics,Steel,19,New,South America,Airbus,Citation X,Furniture,799,110,5118,780,248,160,2849,375,61.87962549,4.84170497,4.471330212,0.5813662574,59.25438174,57.6791123,689,4338,88,2474,0.3703747578,58.13662574,59.25438174
Fuselage,Aluminum,25,New,Asia,Airbus,G650,Building Materials,485,144,6343,289,543,199,1913,143,91.92902243,7.181301477,1.910937383,0.5721474127,70.85097877,18.04580447,341,6054,344,1770,5.270364094,57.21474127,70.85097877
Fuselage,Composite,21,Used,Asia,Cessna,E175,Building Materials,802,145,6394,877,981,148,4915,231,66.56285835,8.356600866,3.704493573,0.6052837297,23.31143825,5.729118316,657,5517,833,4684,4.652107294,60.52837297,23.31143825
Landing Gear,Titanium,1,New,Australia,Airbus,G650,Building Materials,811,131,9904,602,588,79,2211,425,59.85105263,3.351679771,1.013985144,0.03970238966,98.56677773,25.74557794,680,9302,509,1786,2.337694626,3.970238966,98.56677773
Landing Gear,Aluminum,28,New,North America,Bombardier,A320,Art Installations,487,120,2596,883,684,38,1589,293,92.81636237,1.225715532,4.99910173,0.6938007164,32.51325884,34.58492718,367,1713,646,1296,-3.773386198,69.38007164,32.51325884
Avionics,Aluminum,19,Used,Africa,Gulfstream,E175,Furniture,430,77,4073,807,919,23,2976,128,68.52003303,2.81889049,2.441405214,0.5420564988,99.44304141,90.67995978,353,3266,896,2848,0.3774852759,54.20564988,99.44304141
Landing Gear,Composite,31,New,Asia,Gulfstream,737,Aircraft Maintenance,859,39,5865,968,263,55,1887,478,88.27013916,9.373416583,1.547435876,0.4501587281,15.54071972,88.19502061,820,4897,208,1409,7.825980707,45.01587281,15.54071972
Landing Gear,Composite,3,New,North America,Gulfstream,G650,Furniture,374,112,1375,257,832,188,2818,405,55.05407116,9.388818427,2.927605619,0.2572349783,99.44715349,99.92668565,262,1118,644,2413,6.461212809,25.72349783,99.44715349
Landing Gear,Steel,41,Used,North America,Boeing,A320,Aircraft Maintenance,936,191,3188,296,783,90,4137,270,84.22792037,8.824305452,4.417174495,0.5208787528,81.2901558,3.271824821,745,2892,693,3867,4.407130957,52.08787528,81.2901558
Avionics,Aluminum,3,New,Europe,Cessna,G650,Automotive Components,692,182,1672,875,395,80,3378,391,85.18659222,6.535270892,3.066780776,0.2706083421,79.12541072,11.90508768,510,797,315,2987,3.468490117,27.06083421,79.12541072
Wing,Aluminum,49,Used,Asia,Gulfstream,A320,Building Materials,192,65,6144,666,259,161,1054,102,75.61033727,2.700357154,2.401929116,0.8472519466,79.30199654,32.65706044,127,5478,98,952,0.2984280376,84.72519466,79.30199654
Engine,Composite,14,New,Europe,Airbus,737,Furniture,413,133,2158,294,553,38,3917,380,50.50062181,1.919883663,2.369854855,0.07620556191,98.75787784,2.868592753,280,1864,515,3537,-0.4499711918,7.620556191,98.75787784
Avionics,Steel,38,New,Australia,Gulfstream,A320,Building Materials,957,159,3577,491,857,72,4221,460,55.54795083,9.54258308,2.983945097,0.0440778012,52.14476596,40.90150124,798,3086,785,3761,6.558637982,4.40778012,52.14476596
Landing Gear,Composite,6,New,Africa,Gulfstream,737,Aircraft Maintenance,477,113,2958,970,423,170,1122,451,85.87049023,7.359670455,2.461716636,0.0276688846,96.82017612,23.31524491,364,1988,253,671,4.897953819,2.76688846,96.82017612
Landing Gear,Composite,33,Used,Africa,Boeing,G650,Art Installations,315,107,6484,290,333,21,4111,362,52.13424317,3.553198073,4.914836516,0.713126672,40.64905495,29.98443058,208,6194,312,3749,-1.361638442,71.3126672,40.64905495
Wing,Aluminum,34,Used,Africa,Airbus,E175,Aircraft Maintenance,290,54,2307,740,318,49,4151,418,82.48451406,3.603243084,4.485703008,0.999455016,9.397340195,65.45332711,236,1567,269,3733,-0.8824599241,99.9455016,9.397340195
Avionics,Titanium,32,New,North America,Embraer,E175,Aircraft Maintenance,537,141,1966,383,334,190,3441,498,93.58974798,4.201882238,4.73797805,0.6767049866,16.52692939,63.15341147,396,1583,144,2943,-0.5360958122,67.67049866,16.52692939
Engine,Aluminum,25,New,North America,Cessna,CRJ900,Automotive Components,548,34,1792,696,314,156,3815,281,81.3794127,5.772712219,3.84409569,0.7778412738,63.06054267,66.66961838,514,1096,158,3534,1.928616529,77.78412738,63.06054267
Engine,Composite,47,New,Africa,Airbus,737,Aircraft Maintenance,177,26,7593,713,677,191,2629,196,72.05943014,1.909835452,3.42410277,0.004799043325,19.70655264,94.53777209,151,6880,486,2433,-1.514267318,0.4799043325,19.70655264
Avionics,Steel,5,New,Europe,Cessna,CRJ900,Building Materials,311,196,1777,442,773,149,2700,175,63.43895618,6.747822124,2.443302647,0.5934718858,17.89969237,79.49640342,115,1335,624,2525,4.304519477,59.34718858,17.89969237
Engine,Composite,25,Used,Asia,Airbus,A320,Building Materials,641,120,6296,589,849,70,1378,348,70.45253459,2.716001187,2.086631643,0.3574024996,21.22990836,80.20233575,521,5707,779,1030,0.6293695443,35.74024996,21.22990836
Wing,Steel,11,New,Australia,Bombardier,E175,Aircraft Maintenance,937,169,5240,455,485,116,3468,445,76.54642856,4.145089889,2.045622374,0.03061803684,72.1241832,35.7184435,768,4785,369,3023,2.099467515,3.061803684,72.1241832
Fuselage,Composite,16,Used,Asia,Cessna,G650,Art Installations,389,182,7745,358,603,105,4323,225,75.7438864,1.215317425,3.617078263,0.5552097809,39.51080302,4.334783017,207,7387,498,4098,-2.401760839,55.52097809,39.51080302
Landing Gear,Steel,2,New,Europe,Embraer,A320,Automotive Components,405,74,8394,548,631,110,1707,361,85.97966593,4.994146578,1.533366389,0.1797176536,49.05471287,28.62856716,331,7846,521,1346,3.460780188,17.97176536,49.05471287
Avionics,Aluminum,19,New,Africa,Airbus,G650,Art Installations,166,103,8151,423,807,31,2131,467,92.04080185,8.238139426,4.704284147,0.2542846768,75.10474131,41.3977723,63,7728,776,1664,3.533855279,25.42846768,75.10474131
Engine,Titanium,39,New,North America,Airbus,CRJ900,Automotive Components,274,128,3137,289,562,110,2846,275,80.3303487,9.889568598,3.560019888,0.4314033312,83.02111399,5.441507963,146,2848,452,2571,6.32954871,43.14033312,83.02111399
Wing,Aluminum,14,Used,Australia,Boeing,CRJ900,Automotive Components,812,38,5016,606,357,106,4504,172,68.08552244,3.390175705,4.665215807,0.4914322107,38.18700078,46.24300859,774,4410,251,4332,-1.275040102,49.14322107,38.18700078
Wing,Titanium,39,New,South America,Gulfstream,Citation X,Building Materials,340,98,5598,453,190,111,4581,338,76.20838791,2.617251852,1.555490059,0.575748163,36.89539116,92.10895997,242,5145,79,4243,1.061761793,57.5748163,36.89539116
Engine,Aluminum,20,Used,South America,Bombardier,E175,Furniture,957,90,6763,713,720,153,1589,262,78.42914935,9.343375395,4.079394001,0.5358348068,56.41613187,6.960657241,867,6050,567,1327,5.263981395,53.58348068,56.41613187
Engine,Titanium,49,New,North America,Cessna,G650,Building Materials,780,113,1244,655,292,100,4273,130,57.19530128,7.457591113,1.516048501,0.8262587527,76.48666113,84.36285828,667,589,192,4143,5.941542612,82.62587527,76.48666113
Landing Gear,Titanium,24,Used,Asia,Boeing,Citation X,Automotive Components,684,39,8425,451,420,119,1795,115,87.85197541,3.246277483,4.885103178,0.9848026712,27.72225895,55.63100532,645,7974,301,1680,-1.638825695,98.48026712,27.72225895
Fuselage,Composite,35,Used,Australia,Embraer,G650,Aircraft Maintenance,879,131,4405,242,774,53,1269,134,64.40029874,6.373027488,4.352893841,0.3875637838,23.11257363,38.44654664,748,4163,721,1135,2.020133648,38.75637838,23.11257363
Landing Gear,Steel,12,Used,South America,Gulfstream,E175,Building Materials,416,124,9577,752,641,26,1489,245,68.29177291,4.509243114,1.889221228,0.8079117867,52.9746092,97.56621689,292,8825,615,1244,2.620021886,80.79117867,52.9746092
Fuselage,Aluminum,31,New,South America,Boeing,G650,Art Installations,984,21,9500,933,477,125,3421,146,72.12066359,6.650048807,2.457057018,0.7781464691,40.6418695,59.10792209,963,8567,352,3275,4.192991789,77.81464691,40.6418695
Engine,Steel,26,New,Australia,Airbus,737,Automotive Components,157,56,8696,751,230,134,625,143,83.66644706,1.458273626,3.001828602,0.1569704959,99.96761942,97.95989923,101,7945,96,482,-1.543554976,15.69704959,99.96761942
Fuselage,Composite,25,Used,Australia,Boeing,E175,Furniture,242,179,3390,379,379,95,2168,176,80.48622909,6.515653132,1.014688669,0.8538210003,70.42317481,14.67002043,63,3011,284,1992,5.500964464,85.38210003,70.42317481
Fuselage,Titanium,7,Used,Europe,Cessna,G650,Building Materials,991,66,9712,806,706,198,2141,295,79.62349013,7.565422943,4.108025636,0.8982706423,78.56557904,28.16323629,925,8906,508,1846,3.457397307,89.82706423,78.56557904
Avionics,Composite,10,Used,South America,Gulfstream,737,Automotive Components,468,149,8642,441,240,63,3622,121,89.56523569,1.539317601,1.152269325,0.551058342,35.80979001,70.75247361,319,8201,177,3501,0.3870482755,55.1058342,35.80979001
Avionics,Titanium,16,Used,Africa,Gulfstream,A320,Art Installations,356,102,7932,446,964,135,2252,444,81.32903734,5.849154018,3.096755424,0.8317178888,86.82678938,98.05974908,254,7486,829,1808,2.752398594,83.17178888,86.82678938
Avionics,Steel,5,Used,Africa,Bombardier,E175,Art Installations,131,79,7768,927,852,177,3925,370,78.87872315,7.285278795,3.926173214,0.4988898562,93.72745362,41.51584622,52,6841,675,3555,3.359105581,49.88898562,93.72745362
Engine,Steel,28,New,Australia,Bombardier,A320,Furniture,441,78,4931,307,501,23,3524,346,62.07621279,3.484014493,3.682799692,0.3194063484,71.97623537,74.15590383,363,4624,478,3178,-0.198785199,31.94063484,71.97623537
Engine,Aluminum,10,Used,South America,Cessna,Citation X,Art Installations,837,27,6967,744,124,74,2605,458,64.01026772,3.109201501,2.346582839,0.3855356029,13.26505894,36.29509429,810,6223,50,2147,0.762618662,38.55356029,13.26505894
Fuselage,Steel,11,New,Europe,Boeing,E175,Furniture,676,28,8625,783,840,190,1443,141,81.9746005,1.679579679,3.783728726,0.6419045559,50.39045765,27.22172588,648,7842,650,1302,-2.104149047,64.19045559,50.39045765
Wing,Aluminum,8,New,North America,Cessna,A320,Furniture,535,172,4005,588,496,73,3611,473,53.25005861,8.498149267,4.641853159,0.1924949573,55.78279078,99.30788248,363,3417,423,3138,3.856296108,19.24949573,55.78279078
Avionics,Aluminum,46,New,Europe,Cessna,737,Building Materials,283,132,1113,833,561,146,2263,403,76.288792,6.182577595,2.899765584,0.3582860986,71.63019834,82.56924453,151,280,415,1860,3.282812011,35.82860986,71.63019834
Engine,Steel,41,Used,South America,Boeing,E175,Art Installations,492,162,9573,417,978,36,4929,394,91.85512762,6.875975158,3.508320176,0.3044344482,30.24857985,32.37768495,330,9156,942,4535,3.367654982,30.44344482,30.24857985
Wing,Titanium,40,New,South America,Airbus,CRJ900,Building Materials,277,79,4712,545,256,31,4849,197,64.80021289,5.26983975,1.573610206,0.9563323755,95.09116942,84.93040879,198,4167,225,4652,3.696229543,95.63323755,95.09116942
